type,value,role,label,source
domain,bunnybathco.com,phishing,IClickFix,ThreatFox
domain,ckquilting.com,phishing,IClickFix,ThreatFox
domain,cutfromvalor.com,phishing,IClickFix,ThreatFox
domain,davariyabrothers.com,phishing,IClickFix,ThreatFox
domain,elipse.health,phishing,IClickFix,ThreatFox
domain,evisa-e-govkg.com,phishing,IClickFix,ThreatFox
domain,flyersholding.com,phishing,IClickFix,ThreatFox
domain,fullynsure.com,phishing,IClickFix,ThreatFox
domain,geneparks.com,phishing,IClickFix,ThreatFox
domain,greendrive.bg,phishing,IClickFix,ThreatFox
domain,1stchoicestaffing.co.uk,phishing,IClickFix,ThreatFox
domain,allc.asia,phishing,IClickFix,ThreatFox
domain,angels-of-god.com,phishing,IClickFix,ThreatFox
domain,anukunj.com,phishing,IClickFix,ThreatFox
domain,aprendec.cl,phishing,IClickFix,ThreatFox
domain,banvenhadep.net,phishing,IClickFix,ThreatFox
domain,bcvt.edu.vn,phishing,IClickFix,ThreatFox
domain,brandscollectionbyrizwan.com,phishing,IClickFix,ThreatFox
domain,speedpi12321.xyz,phishing,IClickFix,ThreatFox
domain,trombler312.life,phishing,IClickFix,ThreatFox
domain,viorsoonlucid.life,phishing,IClickFix,ThreatFox
domain,nickylody124.life,phishing,IClickFix,ThreatFox
ip,95.158.131.149,c2,Unknown malware,ThreatFox
ip,66.29.134.188,c2,Evilginx,ThreatFox
ip,5.56.25.180,c2,PureRAT,ThreatFox
ip,46.225.119.0,c2,AdaptixC2,ThreatFox
ip,45.249.89.172,c2,AdaptixC2,ThreatFox
ip,45.202.0.116,c2,DCRat,ThreatFox
ip,217.60.76.250,c2,AsyncRAT,ThreatFox
ip,206.206.103.203,c2,AdaptixC2,ThreatFox
ip,94.154.43.217,c2,Mirai,ThreatFox
ip,144.91.78.57,c2,PureRAT,ThreatFox
ip,139.180.153.29,c2,PureRAT,ThreatFox
ip,121.200.216.74,c2,AsyncRAT,ThreatFox
ip,102.220.160.198,c2,AsyncRAT,ThreatFox
domain,kvoxeozq.ghadi.store,phishing,ClearFake,ThreatFox
ip,178.128.253.92,c2,MacSync,ThreatFox
domain,rerrioara.live,phishing,IClickFix,ThreatFox
ip,167.233.139.3,c2,Vidar,ThreatFox
ip,5.9.73.173,c2,Vidar,ThreatFox
ip,46.29.26.67,c2,Vidar,ThreatFox
ip,2.28.34.186,c2,Vidar,ThreatFox
ip,124.221.92.3,c2,VShell,ThreatFox
ip,47.239.223.39,c2,VShell,ThreatFox
url,https://casagrooming.com.co/,phishing,magecart,ThreatFox
url,https://sohoul-alkarak.com/,phishing,magecart,ThreatFox
url,https://gesundheitsnachweis24.de/,phishing,magecart,ThreatFox
url,https://sarialarm.com/,phishing,magecart,ThreatFox
ip,144.225.246.14,c2,Cobalt Strike,ThreatFox
domain,gesundheitsnachweis24.de,phishing,ClearFake,ThreatFox
domain,s6qvly4b.fews.store,phishing,ClearFake,ThreatFox
domain,eqngjv6s.moltem.store,phishing,ClearFake,ThreatFox
domain,occidentalconstruction.com,phishing,ClearFake,ThreatFox
domain,labioforneria.ch,phishing,ClearFake,ThreatFox
ip,8.146.227.247,c2,Cobalt Strike,ThreatFox
domain,v6sjo9pv.omec.store,phishing,ClearFake,ThreatFox
domain,yewanthology.co,phishing,SmartApeSG,ThreatFox
ip,202.61.85.153,c2,ValleyRAT,ThreatFox
ip,46.101.169.198,c2,Aisuru,ThreatFox
domain,time.austriaeast.cloudapp.azure.com,c2,EtherRAT,ThreatFox
domain,timesync.westus2.cloudapp.azure.com,c2,EtherRAT,ThreatFox
domain,zigbee.eastus.cloudapp.azure.com,c2,EtherRAT,ThreatFox
domain,zigfree.eastus.cloudapp.azure.com,c2,EtherRAT,ThreatFox
domain,welcome.v-panel.asia,c2,Vidar,ThreatFox
ip,204.44.69.231,c2,Remcos,ThreatFox
domain,isomnia.pl,phishing,IClickFix,ThreatFox
domain,babullies.live,c2,Unknown RAT,ThreatFox
domain,nelson47.com,c2,Unknown RAT,ThreatFox
domain,jackiewhitfield.com,c2,Unknown RAT,ThreatFox
domain,mrsls88.com,c2,Unknown RAT,ThreatFox
domain,bjfox2005.com,c2,Unknown RAT,ThreatFox
domain,babullies.app,c2,Unknown RAT,ThreatFox
domain,krisannly.com,c2,Unknown RAT,ThreatFox
url,https://statpipeplus.com/get_verify,phishing,Unknown malware,ThreatFox
domain,statpipeplus.com,phishing,Unknown malware,ThreatFox
domain,tracewaytech.com,phishing,Unknown malware,ThreatFox
domain,ingestdot.net,phishing,Unknown malware,ThreatFox
url,https://ingestdot.net,phishing,Unknown malware,ThreatFox
url,https://tracewaytech.com/get_verify,phishing,Unknown malware,ThreatFox
url,https://ingestdot.net/first_allow_host,phishing,Unknown malware,ThreatFox
url,https://tracewaytech.com/first_allow_host,phishing,Unknown malware,ThreatFox
domain,pacer-gov.com,phishing,Unknown malware,ThreatFox
url,https://ingestdot.net/get_verify,phishing,Unknown malware,ThreatFox
url,https://ingestdot.net/js/all.min.js,phishing,Unknown malware,ThreatFox
url,https://tracewaytech.com/js/all.min.js,phishing,Unknown malware,ThreatFox
url,https://pacer-gov.com,phishing,Unknown malware,ThreatFox
url,https://statpipeplus.com/js/all.min.js,phishing,Unknown malware,ThreatFox
url,https://statpipeplus.com/first_allow_host,phishing,Unknown malware,ThreatFox
url,http://36.255.33.120:57274/Mozi.m,phishing,Mozi,ThreatFox
ip,45.77.68.157,c2,Remus,ThreatFox
ip,134.209.223.192,c2,Aisuru,ThreatFox
domain,tftp2.sh,c2,Mirai,ThreatFox
url,http://153.117.13.0:59969/Mozi.a,phishing,Mozi,ThreatFox
url,http://59.103.100.4:41691/Mozi.m,phishing,Mozi,ThreatFox
url,http://153.117.55.4:52319/Mozi.m,phishing,Mozi,ThreatFox
url,http://223.123.41.70:38519/Mozi.m,phishing,Mozi,ThreatFox
url,http://153.117.32.196:50508/Mozi.m,phishing,Mozi,ThreatFox
domain,ega6j3lp.royar.store,phishing,ClearFake,ThreatFox
domain,royar.store,phishing,ClearFake,ThreatFox
ip,202.61.85.168,c2,ValleyRAT,ThreatFox
domain,fufuwisma.com,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/19875567137/4756211933kfd/hdfe847299432,phishing,ClearFake,ThreatFox
domain,ww.qq1x.org,c2,Vidar,ThreatFox
domain,ww.177betwin.org,c2,Vidar,ThreatFox
domain,l9bwp7kn.farmf.store,phishing,ClearFake,ThreatFox
domain,fafawisma.com,phishing,ClearFake,ThreatFox
ip,47.109.23.77,c2,Cobalt Strike,ThreatFox
ip,120.53.19.157,c2,Cobalt Strike,ThreatFox
ip,18.228.80.130,c2,WhiteSnake Stealer,ThreatFox
ip,45.76.191.22,c2,AdaptixC2,ThreatFox
ip,42.193.239.217,c2,Cobalt Strike,ThreatFox
domain,xtvaj64i.enus-zensulin.com,phishing,ClearFake,ThreatFox
domain,f6gn33i6.mard.store,phishing,ClearFake,ThreatFox
ip,172.245.136.97,c2,DCRat,ThreatFox
ip,129.204.196.251,c2,VShell,ThreatFox
ip,175.43.223.203,c2,Unknown malware,ThreatFox
ip,111.228.26.26,c2,VShell,ThreatFox
domain,id.qq1x.org,c2,Vidar,ThreatFox
domain,id.177betwin.org,c2,Vidar,ThreatFox
domain,ggao4r0b.omars.store,phishing,ClearFake,ThreatFox
domain,91cwlqu1.enus-theeloncode.com,phishing,ClearFake,ThreatFox
domain,me23z6yn.reneck.store,phishing,ClearFake,ThreatFox
ip,5.104.86.108,c2,Cobalt Strike,ThreatFox
domain,w701gr9l.eng-us-zensulin.com,phishing,ClearFake,ThreatFox
domain,winefolie.ch,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/F819-39-A/764-D-A148-B414/1859294348L,phishing,ClearFake,ThreatFox
domain,yozmrkyl.leswap.store,phishing,ClearFake,ThreatFox
ip,47.81.57.227,c2,Cobalt Strike,ThreatFox
domain,townofmainbrook.ca,phishing,Unknown Loader,ThreatFox
domain,tpglighting.com,phishing,Unknown Loader,ThreatFox
domain,trdemo.com.au,phishing,Unknown Loader,ThreatFox
domain,tusbothfeld.de,phishing,Unknown Loader,ThreatFox
domain,urgenteyecarefl.com,phishing,Unknown Loader,ThreatFox
domain,vibrant-digitals.com,phishing,Unknown Loader,ThreatFox
domain,vinfast-vf9.com,phishing,Unknown Loader,ThreatFox
domain,vorsorgerecht.eu,phishing,Unknown Loader,ThreatFox
domain,wazaandact.org,phishing,Unknown Loader,ThreatFox
domain,webde-ph.com,phishing,Unknown Loader,ThreatFox
domain,xtrappliances.com,phishing,Unknown Loader,ThreatFox
domain,zkstudio.pl,phishing,Unknown Loader,ThreatFox
domain,rastakhabar.ir,phishing,Unknown Loader,ThreatFox
domain,redx.club,phishing,Unknown Loader,ThreatFox
domain,reedswitchcn.com,phishing,Unknown Loader,ThreatFox
domain,reitstall-klein-raden.de,phishing,Unknown Loader,ThreatFox
domain,rescuetraining.cz,phishing,Unknown Loader,ThreatFox
domain,shades-tours.com,phishing,Unknown Loader,ThreatFox
domain,shop.bleibtreu-catering.de,phishing,Unknown Loader,ThreatFox
domain,simplamo.com,phishing,Unknown Loader,ThreatFox
domain,solatiumptyltd.com,phishing,Unknown Loader,ThreatFox
domain,spd-kalkar.de,phishing,Unknown Loader,ThreatFox
domain,supernovacrm.com,phishing,Unknown Loader,ThreatFox
domain,thoitrangtrungnien.net,phishing,Unknown Loader,ThreatFox
domain,mimiraml.com,phishing,Unknown Loader,ThreatFox
domain,moringa-tulear.mg,phishing,Unknown Loader,ThreatFox
domain,neuraledge.digital,phishing,Unknown Loader,ThreatFox
domain,norisknorewardblog.com,phishing,Unknown Loader,ThreatFox
domain,np-cyber.com,phishing,Unknown Loader,ThreatFox
domain,nujlmb.org.uk,phishing,Unknown Loader,ThreatFox
domain,omda-info.de,phishing,Unknown Loader,ThreatFox
domain,pelnykolor.eu,phishing,Unknown Loader,ThreatFox
domain,pizzeriatiodan.com,phishing,Unknown Loader,ThreatFox
domain,pro-welding.eu,phishing,Unknown Loader,ThreatFox
domain,itelkom.net,phishing,Unknown Loader,ThreatFox
domain,janssensteijlen.nl,phishing,Unknown Loader,ThreatFox
domain,kajmunk.nl,phishing,Unknown Loader,ThreatFox
domain,kolme-k.de,phishing,Unknown Loader,ThreatFox
domain,landshuter-kurzfilmfestival.de,phishing,Unknown Loader,ThreatFox
domain,litterateuronline.com,phishing,Unknown Loader,ThreatFox
domain,living-b.it,phishing,Unknown Loader,ThreatFox
domain,maerkische-kartonagenfabrik.de,phishing,Unknown Loader,ThreatFox
domain,markgoldman.com,phishing,Unknown Loader,ThreatFox
domain,maschiettomusic.com,phishing,Unknown Loader,ThreatFox
domain,midnightoman-travel.com,phishing,Unknown Loader,ThreatFox
domain,fruitcity.africa,phishing,Unknown Loader,ThreatFox
domain,gack-moebel.de,phishing,Unknown Loader,ThreatFox
domain,gd-kcmco.com,phishing,Unknown Loader,ThreatFox
domain,gitarrlektioner-online.se,phishing,Unknown Loader,ThreatFox
domain,graymurray.com,phishing,Unknown Loader,ThreatFox
domain,growthboks.com,phishing,Unknown Loader,ThreatFox
domain,hanniedijk.nl,phishing,Unknown Loader,ThreatFox
domain,hhsta.com,phishing,Unknown Loader,ThreatFox
domain,idiomashuelva.es,phishing,Unknown Loader,ThreatFox
domain,ifamt.de,phishing,Unknown Loader,ThreatFox
domain,impactfinances.be,phishing,Unknown Loader,ThreatFox
domain,chasingrainbowsacademy.com,phishing,Unknown Loader,ThreatFox
domain,cinemart.co.il,phishing,Unknown Loader,ThreatFox
domain,clinicaeusalud.com.co,phishing,Unknown Loader,ThreatFox
domain,cocaroman.com,phishing,Unknown Loader,ThreatFox
domain,conde-folie.fr,phishing,Unknown Loader,ThreatFox
domain,damazyncars.com,phishing,Unknown Loader,ThreatFox
domain,dcowebify.com,phishing,Unknown Loader,ThreatFox
domain,desireeleighh.com,phishing,Unknown Loader,ThreatFox
domain,feuerwehr-rieblingen.de,phishing,Unknown Loader,ThreatFox
domain,foundersmind.pl,phishing,Unknown Loader,ThreatFox
domain,frozenalien.de,phishing,Unknown Loader,ThreatFox
domain,ascenddigital.com.au,phishing,Unknown Loader,ThreatFox
domain,avantgardefr.com,phishing,Unknown Loader,ThreatFox
domain,bacsihungthanh.com,phishing,Unknown Loader,ThreatFox
domain,boxencheck.de,phishing,Unknown Loader,ThreatFox
domain,brasilianart.com,phishing,Unknown Loader,ThreatFox
domain,bvgborenzagen.nl,phishing,Unknown Loader,ThreatFox
domain,byvosje.nl,phishing,Unknown Loader,ThreatFox
domain,carefield-zorg.nl,phishing,Unknown Loader,ThreatFox
domain,catamaranholidays.gr,phishing,Unknown Loader,ThreatFox
domain,centrocomercialmiramadrid.es,phishing,Unknown Loader,ThreatFox
domain,abeandasotie.com,phishing,Unknown Loader,ThreatFox
domain,acp-shop.com,phishing,Unknown Loader,ThreatFox
domain,allok.uk,phishing,Unknown Loader,ThreatFox
domain,anytime-for-animals.de,phishing,Unknown Loader,ThreatFox
domain,120hotelboutique.com.br,phishing,Unknown Loader,ThreatFox
domain,dar-almahi.com,phishing,ClearFake,ThreatFox
domain,sslazio.world,phishing,ClearFake,ThreatFox
domain,wpequipmentugltd.com,phishing,ClearFake,ThreatFox
domain,meetra.site,phishing,ClearFake,ThreatFox
domain,woodangelsportugal.pt,phishing,ClearFake,ThreatFox
domain,tools.malikzehnder.com,phishing,ClearFake,ThreatFox
domain,jo2lab.com,phishing,ClearFake,ThreatFox
domain,tradeshowguy.net,phishing,ClearFake,ThreatFox
url,https://agapehomechoice.com/,phishing,Unknown malware,ThreatFox
domain,z0mvmrtr.eng-us-puraboost.us,phishing,ClearFake,ThreatFox
domain,scandia-express.com,phishing,ClearFake,ThreatFox
domain,www.dualmont.com,phishing,ClearFake,ThreatFox
ip,105.72.55.52,c2,NjRAT,ThreatFox
ip,178.16.53.91,c2,VShell,ThreatFox
domain,1yyhju9i.noug.store,phishing,ClearFake,ThreatFox
domain,www.briannacrawford.com,phishing,IClickFix,ThreatFox
domain,www.debrancheexpert.tv,phishing,IClickFix,ThreatFox
domain,www.duegolficharter.com,phishing,IClickFix,ThreatFox
domain,www.epokaere.com,phishing,IClickFix,ThreatFox
domain,www.mechenene.com,phishing,IClickFix,ThreatFox
domain,www.newvillarental.com,phishing,IClickFix,ThreatFox
domain,www.norbagolf.com,phishing,IClickFix,ThreatFox
domain,www.thekindleaderpodcast.com,phishing,IClickFix,ThreatFox
domain,www.visionsite.it,phishing,IClickFix,ThreatFox
domain,xn--q3cxt4bxc8b.com,phishing,IClickFix,ThreatFox
domain,ravsatexim.com,phishing,IClickFix,ThreatFox
domain,reallifecommunityservices.com,phishing,IClickFix,ThreatFox
domain,sakugavarskeks.ee,phishing,IClickFix,ThreatFox
domain,sharjahtodip.com,phishing,IClickFix,ThreatFox
domain,softgenics.net,phishing,IClickFix,ThreatFox
domain,sonaxconsultancy.com,phishing,IClickFix,ThreatFox
domain,styleperu.com,phishing,IClickFix,ThreatFox
domain,talentslink.org,phishing,IClickFix,ThreatFox
domain,truehealth.com.hk,phishing,IClickFix,ThreatFox
domain,uni-ae.com,phishing,IClickFix,ThreatFox
domain,upla.es,phishing,IClickFix,ThreatFox
domain,vectorsofmassdestruction.com,phishing,IClickFix,ThreatFox
domain,waahidtrading.com,phishing,IClickFix,ThreatFox
domain,webkul.design,phishing,IClickFix,ThreatFox
domain,www.adamabraham.co.uk,phishing,IClickFix,ThreatFox
domain,www.arthholidays.com,phishing,IClickFix,ThreatFox
domain,kuciel.com.pl,phishing,IClickFix,ThreatFox
domain,ledys-architecte.com,phishing,IClickFix,ThreatFox
domain,leezainternational.com,phishing,IClickFix,ThreatFox
domain,macroautos.com.mx,phishing,IClickFix,ThreatFox
domain,manhthang.net,phishing,IClickFix,ThreatFox
domain,mesacontractingpa.com,phishing,IClickFix,ThreatFox
domain,mizi.in,phishing,IClickFix,ThreatFox
domain,mypaytech.de,phishing,IClickFix,ThreatFox
domain,otoboyasizgocukduzeltme.com,phishing,IClickFix,ThreatFox
domain,pepguides.com,phishing,IClickFix,ThreatFox
domain,pmdmangoes.com,phishing,IClickFix,ThreatFox
domain,positiveawards.co.uk,phishing,IClickFix,ThreatFox
domain,pulsedocreliefcentre.com,phishing,IClickFix,ThreatFox
domain,qualytecbrasil.com.br,phishing,IClickFix,ThreatFox
domain,raolite.com,phishing,IClickFix,ThreatFox
domain,dellacred.com.br,phishing,IClickFix,ThreatFox
domain,designbrains.be,phishing,IClickFix,ThreatFox
domain,drjanetlittlespeaks.com,phishing,IClickFix,ThreatFox
domain,edwinlimclinic.sg,phishing,IClickFix,ThreatFox
domain,enviroforest.com,phishing,IClickFix,ThreatFox
domain,estacaoideia.com.br,phishing,IClickFix,ThreatFox
domain,evobeaute.eu,phishing,IClickFix,ThreatFox
domain,francismclaren.co.uk,phishing,IClickFix,ThreatFox
domain,fresh-rx.com,phishing,IClickFix,ThreatFox
domain,gbtestingservice.com,phishing,IClickFix,ThreatFox
domain,harleybikesmall.com,phishing,IClickFix,ThreatFox
domain,homebleachers.com,phishing,IClickFix,ThreatFox
domain,jaikashop.com,phishing,IClickFix,ThreatFox
domain,jpshio777.vip,phishing,IClickFix,ThreatFox
domain,kebabhondarribia.es,phishing,IClickFix,ThreatFox
domain,agapehomechoice.com,phishing,IClickFix,ThreatFox
domain,airductcleaninganddryerventcleaning.com,phishing,IClickFix,ThreatFox
domain,asturianademarketing.es,phishing,IClickFix,ThreatFox
domain,atut.co,phishing,IClickFix,ThreatFox
domain,azmarketingdn.com,phishing,IClickFix,ThreatFox
domain,bdgplaying.com,phishing,IClickFix,ThreatFox
domain,bettina-pittaluga.com,phishing,IClickFix,ThreatFox
domain,blackwolfagency.com,phishing,IClickFix,ThreatFox
domain,bragpc.com,phishing,IClickFix,ThreatFox
domain,btdesigns.nl,phishing,IClickFix,ThreatFox
domain,buanaeaglegroup.com,phishing,IClickFix,ThreatFox
domain,cartagena.consulado.gob.ve,phishing,IClickFix,ThreatFox
domain,chandlerscharts.com,phishing,IClickFix,ThreatFox
domain,clarity-photobooth.com,phishing,IClickFix,ThreatFox
domain,concept2project.com,phishing,IClickFix,ThreatFox
domain,97k.com.br,phishing,IClickFix,ThreatFox
domain,portmapper222-61558.portmap.host,c2,XWorm,ThreatFox
domain,HamoHas-46035.portmap.host,c2,XWorm,ThreatFox
domain,3.tcp.cpolar.top,c2,XWorm,ThreatFox
domain,ljxyfapr71.localto.net,c2,XWorm,ThreatFox
domain,camicamicmai0390393.duckdns.org,c2,XWorm,ThreatFox
ip,89.190.158.37,c2,XWorm,ThreatFox
domain,thunderstopui912.life,phishing,IClickFix,ThreatFox
domain,ashen-arc-badger-maie.life,phishing,IClickFix,ThreatFox
domain,buysypi831.life,phishing,IClickFix,ThreatFox
domain,coral-zephyr-koarseara.xyz,phishing,IClickFix,ThreatFox
domain,Modyhoba-57738.portmap.host,c2,XWorm,ThreatFox
domain,kkjjjytvfdfd4534-41452.portmap.host,c2,XWorm,ThreatFox
ip,2.56.165.152,c2,XWorm,ThreatFox
ip,92.24.51.238,c2,XWorm,ThreatFox
ip,97.104.107.190,c2,XWorm,ThreatFox
domain,AnonKrnl-47127.portmap.io,c2,XWorm,ThreatFox
domain,Baaptyst-25027.portmap.host,c2,XWorm,ThreatFox
domain,america-surrey.gl.at.ply.gg,c2,XWorm,ThreatFox
ip,197.83.232.19,c2,XWorm,ThreatFox
ip,182.187.139.200,c2,XWorm,ThreatFox
domain,kissmyaster.co,c2,Quasar RAT,ThreatFox
domain,mb66b5.com,c2,Quasar RAT,ThreatFox
domain,cupfee.me,c2,Quasar RAT,ThreatFox
domain,bigjackpot.casino,c2,Quasar RAT,ThreatFox
domain,mb6606.org,c2,Quasar RAT,ThreatFox
domain,789betpg.bet,c2,Quasar RAT,ThreatFox
domain,98win.army,c2,Quasar RAT,ThreatFox
ip,85.204.125.75,c2,Quasar RAT,ThreatFox
domain,mb66i.net,c2,Quasar RAT,ThreatFox
domain,pc168.com.tw,c2,Quasar RAT,ThreatFox
domain,cloudzync.me,c2,Quasar RAT,ThreatFox
domain,789betpg.one,c2,Quasar RAT,ThreatFox
domain,88clb8.io,c2,Quasar RAT,ThreatFox
domain,malware.88clb8.io,c2,Quasar RAT,ThreatFox
domain,ddrv6-33454.portmap.host,c2,Quasar RAT,ThreatFox
domain,buildthework.theworkpc.com,c2,Quasar RAT,ThreatFox
ip,90.8.202.45,c2,Remcos,ThreatFox
domain,backdoor.hay88.london,c2,Remcos,ThreatFox
domain,backdoor.imo88slot.co,c2,Remcos,ThreatFox
domain,backdoor.jilicasinos.net,c2,Remcos,ThreatFox
domain,backdoor.jinyazhou888.net,c2,Remcos,ThreatFox
domain,backdoor.liman3d.com,c2,Remcos,ThreatFox
domain,backdoor.nohu90.com,c2,Remcos,ThreatFox
domain,backdoor.profitness.in.net,c2,Remcos,ThreatFox
domain,backdoor.slotmachinesoldiveri.com,c2,Remcos,ThreatFox
domain,backdoor.u888d9.com,c2,Remcos,ThreatFox
domain,backdoor.yakuza88.co,c2,Remcos,ThreatFox
domain,backdoor.106nk88.com,c2,Remcos,ThreatFox
domain,backdoor.33win.com,c2,Remcos,ThreatFox
domain,backdoor.appgo88.company,c2,Remcos,ThreatFox
domain,backdoor.daksh.in.net,c2,Remcos,ThreatFox
domain,backdoor.digitalwala.in.net,c2,Remcos,ThreatFox
domain,backdoor.ee88-com.asia,c2,Remcos,ThreatFox
domain,c2.profitness.in.net,c2,Remcos,ThreatFox
domain,c2.slotmachinesoldiveri.com,c2,Remcos,ThreatFox
domain,slotmachinesoldiveri.com,c2,Remcos,ThreatFox
domain,c2.daksh.in.net,c2,Remcos,ThreatFox
domain,c2.digitalwala.in.net,c2,Remcos,ThreatFox
domain,c2.ee88-com.asia,c2,Remcos,ThreatFox
domain,c2.hay88.london,c2,Remcos,ThreatFox
domain,c2.imo88slot.co,c2,Remcos,ThreatFox
domain,c2.jilicasinos.net,c2,Remcos,ThreatFox
domain,c2.jinyazhou888.net,c2,Remcos,ThreatFox
domain,c2.liman3d.com,c2,Remcos,ThreatFox
domain,c2.nohu90.com,c2,Remcos,ThreatFox
domain,c2.u888d9.com,c2,Remcos,ThreatFox
domain,c2.yakuza88.co,c2,Remcos,ThreatFox
domain,appgo88.company,c2,Remcos,ThreatFox
domain,c2.106nk88.com,c2,Remcos,ThreatFox
domain,c2.33win.com,c2,Remcos,ThreatFox
domain,c2.appgo88.company,c2,Remcos,ThreatFox
domain,qcaeb65f.remarq.store,phishing,ClearFake,ThreatFox
domain,bisamaxwindiwisma.org,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/19875567137/465636664593hfgd/475333927k,phishing,ClearFake,ThreatFox
ip,83.229.123.249,c2,Cobalt Strike,ThreatFox
ip,47.108.225.4,c2,Cobalt Strike,ThreatFox
ip,95.158.131.141,c2,Unknown malware,ThreatFox
ip,95.158.131.142,c2,Unknown malware,ThreatFox
ip,95.158.131.147,c2,Unknown malware,ThreatFox
ip,94.26.81.135,c2,PureRAT,ThreatFox
ip,95.158.131.135,c2,Unknown malware,ThreatFox
ip,95.158.131.139,c2,Unknown malware,ThreatFox
ip,93.152.224.238,c2,Tsundere,ThreatFox
ip,85.137.252.195,c2,Unknown malware,ThreatFox
ip,85.239.149.73,c2,Tsundere,ThreatFox
ip,82.26.66.136,c2,AsyncRAT,ThreatFox
ip,82.146.37.83,c2,Evilginx,ThreatFox
ip,80.76.49.129,c2,PureRAT,ThreatFox
ip,77.90.14.60,c2,Mirai,ThreatFox
ip,67.205.148.159,c2,Unknown malware,ThreatFox
ip,31.76.125.3,c2,PureRAT,ThreatFox
ip,31.57.147.246,c2,PureRAT,ThreatFox
ip,213.111.149.141,c2,Evilginx,ThreatFox
ip,208.84.103.159,c2,Havoc,ThreatFox
ip,195.177.94.94,c2,PureRAT,ThreatFox
ip,195.177.94.4,c2,PureRAT,ThreatFox
ip,193.25.215.83,c2,PureRAT,ThreatFox
ip,118.107.1.203,c2,PureRAT,ThreatFox
ip,102.117.167.205,c2,Unknown malware,ThreatFox
url,https://chordapple.com/SGct2K,phishing,ClearFake,ThreatFox
url,https://rehearsal-b.com/SGct2K,phishing,ClearFake,ThreatFox
domain,d1zih0uv.en-us-zen-sulin.com,phishing,ClearFake,ThreatFox
domain,bisajepediwisma.org,phishing,ClearFake,ThreatFox
domain,jomy.store,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/F819-39-A/764-D-A148-B414/0x546E8694L,phishing,ClearFake,ThreatFox
ip,198.23.137.75,c2,VShell,ThreatFox
ip,118.253.150.244,c2,VShell,ThreatFox
domain,weqrd1z4.lazici.store,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/19875567137/465636664593hfgd/65646683-hgfj,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/F819-39-A/764-D-A148-B414/1797L,phishing,ClearFake,ThreatFox
ip,8.148.27.183,c2,NjRAT,ThreatFox
url,http://103.162.159.189:33238/Mozi.m,phishing,Mozi,ThreatFox
url,http://117.89.249.214:37833/Mozi.m,phishing,Mozi,ThreatFox
url,http://72.255.3.136:50106/Mozi.m,phishing,Mozi,ThreatFox
ip,81.70.169.229,c2,VShell,ThreatFox
url,https://cdn.jsdelivr.net/gh/F819-39-A/764-D-A148-B414/5B2-0F-C-3,phishing,ClearFake,ThreatFox
domain,lrnvtw2a.en-en-us-zensulin.com,phishing,ClearFake,ThreatFox
domain,di-il.com,phishing,ClearFake,ThreatFox
ip,141.164.55.101,c2,Aisuru,ThreatFox
ip,159.203.178.139,c2,Aisuru,ThreatFox
domain,fa.qq1x.org,c2,Vidar,ThreatFox
domain,fa.177betwin.org,c2,Vidar,ThreatFox
ip,137.220.205.196,c2,Cobalt Strike,ThreatFox
ip,45.86.64.228,c2,Cobalt Strike,ThreatFox
domain,job4u.store,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/19875567137/dhr4563956664/orcahub34-12,phishing,ClearFake,ThreatFox
url,https://correspondabb.com/SGct2K,phishing,ClearFake,ThreatFox
domain,stonestation.cfd,c2,Unknown Loader,ThreatFox
domain,sse0tbwo.niaa.store,phishing,ClearFake,ThreatFox
url,https://cdn.jsdelivr.net/gh/F819-39-A/764-D-A148-B414/D087F-D-AB-26,phishing,ClearFake,ThreatFox
ip,128.90.122.253,c2,Remcos,ThreatFox
domain,f3grdcpf.dyar.store,phishing,ClearFake,ThreatFox
sha256,aeedfc2ccefd82ddb3854277e0dac4839e260bd380871f1c30ace052c4b80ee9,malware,WannaCry,MalwareBazaar
md5,b000bf75dea341762cae37ba3cad28cf,malware,WannaCry,MalwareBazaar
sha256,63b0475bd58c48b4fe32f23515816550b6bb20455725b703e12d3428b3e7bedf,malware,VShell,MalwareBazaar
md5,9ca3e03fd11b0fa819a8bbd2446eb190,malware,VShell,MalwareBazaar
sha256,fa0dcaa524daeac2f1a5957dad8ac961879002776381e3b6bc3f0baf0068805f,malware,MeshAgent,MalwareBazaar
md5,5ed2a74f9403204d5be840359b376408,malware,MeshAgent,MalwareBazaar
sha256,77a90a2dd2aeef925b0198b39a788c9ff5183044bdfa398c75889c74750fe407,malware,VShell,MalwareBazaar
md5,667f059cf22e7a4f6c26ba015dfe0229,malware,VShell,MalwareBazaar
sha256,a6b9e11dd7457c49ef440964ef625cb34762d94b894e05925f92fc14d1e2b714,malware,VShell,MalwareBazaar
md5,6c668caae7b26fc11c9ad16fea31c44b,malware,VShell,MalwareBazaar
sha256,bf22312e3e995c77f4f8234f230bf5bb4ba5c609d9e8f68c303d5a5cd0503cce,malware,VShell,MalwareBazaar
